Ran,4
pat1,20
pat1,20
Ran,24
pat1,20
Ran,4
pat2,20
pat2,20
pat1,20
pat1,20
pat2,20
Ran,12
pat1,20
Ran,8
pat1,20
Ran,4
pat1,20
